id,year,engine_size,fuel_efficiency,horsepower,price
2258,2016,1.4,15.8,92,16472
2259,2022,1.1,17.4,80,19761
2260,2014,1.9,14.6,129,16264
2261,2023,2.5,12.7,209,32915
2262,2021,1.4,17.4,81,19573
2263,2017,1.5,18.2,127,17851
2264,2019,1.9,20.3,129,18760
2265,2014,1.1,13.9,94,13189
2266,2013,2.3,12.6,177,21165
2267,2018,2.1,12.0,170,23691
2268,2014,1.5,14.0,95,17175
2269,2019,1.7,15.9,117,20085
2270,2020,2.2,18.6,147,24431
2271,2018,2.4,19.7,150,21318
2272,2018,1.9,16.0,116,22885
2273,2014,2.0,13.8,164,19249
2274,2016,1.1,16.6,82,14198
2275,2020,1.4,18.9,117,20720
2276,2020,1.9,13.7,151,23180
2277,2012,1.4,14.8,117,13850
2278,2022,2.0,14.0,153,24620
2279,2020,1.5,20.9,113,23493
2280,2017,1.1,18.7,87,13435
2281,2013,1.3,19.1,90,10439
2282,2019,1.8,14.2,131,23591
2283,2017,1.4,18.0,108,15340
2284,2016,1.3,13.3,97,15384
2285,2019,1.2,12.3,89,19154
2286,2019,1.8,16.5,109,20445
2287,2021,2.2,17.7,167,25584
2288,2015,1.1,19.8,96,15466
2289,2023,1.6,17.9,124,26092
2290,2020,1.0,19.4,75,15832
2291,2013,2.3,13.8,185,21192
2292,2022,1.4,15.8,113,21035
2293,2021,1.9,15.0,136,23713
2294,2014,1.2,14.3,90,14770
2295,2018,1.5,13.8,110,16873
2296,2016,2.4,17.2,182,24431
2297,2022,2.4,11.3,156,26526
2298,2016,1.6,16.2,93,16429
2299,2013,2.1,17.5,142,16755
2300,2013,2.4,19.3,197,21990
2301,2022,1.7,16.8,131,24548
2302,2014,2.1,19.8,179,23031
2303,2017,1.0,14.4,75,14186
2304,2016,1.1,14.7,57,11830
2305,2021,1.0,13.8,80,21735
2306,2017,1.8,15.8,137,20850
2307,2012,1.9,12.7,110,15548
2308,2023,1.4,13.2,100,23209
2309,2016,1.2,13.3,90,17979
2310,2022,2.1,10.7,141,28957
2311,2021,1.1,16.5,72,19118
2312,2013,1.3,12.6,96,10101
2313,2022,1.3,17.1,74,19822
2314,2021,1.6,13.1,142,20834
2315,2015,2.5,15.8,171,21211
2316,2022,1.3,18.5,107,23512
2317,2020,1.6,16.3,127,22711
2318,2019,1.7,13.5,128,22881
2319,2016,2.3,14.7,196,22644
2320,2023,1.9,10.8,128,27857
2321,2017,1.4,16.7,115,20245
2322,2020,1.9,17.2,121,22662
2323,2013,1.8,18.8,130,17181
2324,2015,1.5,13.9,109,14922
2325,2016,1.4,14.3,98,19146
2326,2023,1.7,15.3,120,25144
2327,2021,2.0,12.6,122,25081
2328,2012,1.1,16.3,81,9912
2329,2014,2.5,12.7,190,23775
2330,2016,1.2,14.8,70,13181
2331,2019,1.3,17.4,103,20670
2332,2014,1.5,11.0,110,15655
2333,2017,1.2,17.5,83,15269
2334,2013,2.1,17.0,169,16011
2335,2023,1.6,15.2,102,21589
2336,2014,1.8,16.5,127,17144
2337,2021,1.1,17.5,82,19163
2338,2016,1.4,21.1,110,16053
2339,2022,1.4,21.4,118,24709
2340,2019,2.3,11.3,145,24732
2341,2012,1.1,20.2,46,9575
2342,2020,1.6,14.8,99,19667
2343,2020,1.1,13.0,68,16518
2344,2022,1.5,15.0,99,22922
2345,2016,2.1,14.2,158,23327
2346,2020,2.4,10.0,197,25661
2347,2012,1.9,11.3,139,18927
2348,2019,1.8,11.0,137,23572
2349,2015,2.0,20.7,169,23864
2350,2021,1.1,18.5,67,18570
2351,2022,2.4,13.9,214,31714
2352,2015,2.3,18.5,145,20775
2353,2023,2.2,17.4,162,27757
2354,2012,1.5,16.9,115,14250
2355,2021,1.0,20.3,92,16540
2356,2019,2.0,18.4,166,23805
2357,2015,1.2,18.9,67,12748
2358,2021,1.6,17.8,103,19878
2359,2015,1.2,16.5,104,16301
2360,2023,1.3,19.6,84,22541
2361,2020,2.1,18.1,128,23596
2362,2022,1.7,14.2,103,24864
2363,2012,1.9,16.4,147,15443
2364,2017,2.4,15.8,209,24698
2365,2018,2.0,16.0,163,21809
2366,2013,1.7,11.3,122,16623
2367,2016,1.8,21.4,116,15996
2368,2017,2.3,15.7,142,21271
2369,2018,2.3,19.4,149,23495
2370,2020,1.8,17.1,139,24089
2371,2016,2.0,16.0,112,19831
2372,2013,2.4,16.2,208,21777
2373,2021,1.1,17.6,68,17183
2374,2019,2.2,13.8,154,26416
2375,2019,1.2,13.9,79,17223
2376,2015,1.5,14.8,112,14105
2377,2023,1.2,15.0,87,22988
2378,2012,1.8,15.0,136,16182
2379,2020,2.0,14.8,137,22452
2380,2023,2.0,11.5,116,27170
2381,2023,1.6,14.4,130,24107
2382,2020,1.6,11.6,114,22828
2383,2014,1.5,11.0,108,14813
2384,2022,1.4,15.1,98,22360
2385,2012,2.1,16.1,167,17462
2386,2016,2.2,18.5,171,20875
2387,2018,1.3,13.1,108,19411
2388,2022,2.2,19.2,186,26648
2389,2021,2.0,17.1,147,22085
2390,2012,1.7,19.2,122,11518
2391,2023,2.0,12.4,144,26181
2392,2016,1.6,15.0,117,17184
2393,2020,1.6,11.4,133,22299
2394,2019,1.4,15.4,102,18306
2395,2012,1.3,12.4,95,10999
2396,2013,2.4,13.0,153,18914
2397,2015,2.3,17.7,161,20057
2398,2021,1.4,16.8,90,18728
2399,2016,1.2,21.2,101,15730
2400,2022,2.2,13.9,172,28002
2401,2018,2.4,16.6,176,25030
2402,2023,1.6,11.7,139,25283
2403,2017,2.4,12.5,200,24394
2404,2022,1.4,12.0,128,24233
2405,2012,1.4,11.3,103,11506
2406,2019,1.8,12.3,133,22889
2407,2020,2.2,17.3,167,25996
2408,2012,2.2,11.6,188,20417
2409,2015,1.1,15.3,78,13185
2410,2012,1.7,11.6,120,13960
2411,2014,2.0,13.3,125,15836
2412,2020,1.3,11.9,80,19492
2413,2015,2.1,17.4,160,22738
2414,2018,2.4,12.5,160,27024
2415,2019,1.6,14.0,120,21446
2416,2021,1.6,19.0,114,22187
2417,2015,1.4,12.7,92,13967
2418,2016,2.0,15.3,156,21464
2419,2022,1.9,15.8,140,25023
2420,2018,2.1,17.5,160,23038
2421,2023,2.4,17.9,206,30643
2422,2019,1.2,20.1,103,18591
2423,2016,1.1,14.1,102,17135
2424,2012,2.5,14.2,204,21661
2425,2019,2.3,16.8,168,24327
2426,2020,2.4,13.7,177,26025
2427,2016,1.2,15.3,92,17633
2428,2016,1.7,13.4,134,18918
2429,2013,1.2,12.1,85,11327
2430,2021,1.0,14.1,67,17658
2431,2018,2.4,19.7,189,25798
2432,2017,1.6,13.7,127,19821
2433,2021,1.7,13.3,121,23715
2434,2023,2.4,10.5,205,30770
2435,2016,1.5,14.1,103,18989
2436,2019,2.3,11.4,172,22983
2437,2012,1.0,19.9,73,10232
2438,2013,2.0,20.8,173,15549
2439,2015,2.0,16.4,159,21077
2440,2017,1.1,21.9,74,17820
2441,2014,1.8,11.9,126,20679
2442,2018,2.1,15.0,157,24294
2443,2021,2.0,13.9,141,24007
2444,2023,1.4,12.8,81,22942
2445,2020,1.3,17.1,71,16711
2446,2016,1.3,19.2,92,15995
2447,2016,1.3,12.7,95,13914
2448,2017,2.4,17.1,190,24114
2449,2022,1.3,15.9,85,19806
2450,2020,2.1,19.7,148,23414
2451,2016,1.8,12.8,144,18343
2452,2017,1.9,17.1,154,21682
2453,2014,1.4,13.5,104,14477
2454,2014,2.5,11.0,195,24209
2455,2019,1.7,20.6,133,21432
2456,2019,2.2,13.6,156,24142
2457,2013,1.8,14.3,126,16001
2458,2019,1.6,15.7,135,22171
2459,2022,1.2,14.4,87,19098
2460,2017,1.3,14.1,72,17771
2461,2014,1.5,18.9,109,13932
2462,2017,2.1,18.7,152,21143
2463,2019,2.3,18.5,173,25173
2464,2014,2.4,14.3,145,19676
2465,2015,2.4,11.9,187,23261
2466,2021,2.0,13.4,162,27218
2467,2016,1.0,17.3,75,12296
2468,2018,2.1,19.8,141,19456
2469,2023,1.1,17.0,81,22590
2470,2012,1.9,11.7,106,12699
2471,2015,1.9,19.0,115,16525
2472,2020,1.9,16.1,113,23051
2473,2014,1.9,19.9,124,17804
2474,2018,1.5,15.7,100,19357
2475,2019,1.2,12.7,107,17818
2476,2016,2.3,11.0,124,21564
2477,2019,2.3,14.2,154,22943
2478,2023,1.6,14.0,134,24497
2479,2020,1.2,19.3,84,15044
2480,2013,1.2,15.1,86,15520
2481,2015,1.6,16.7,138,15497
2482,2019,1.2,21.1,91,18331
2483,2017,1.8,20.0,124,16959
2484,2015,2.1,12.6,168,21019
2485,2020,1.6,20.1,125,20353
2486,2017,1.7,15.3,117,19574
2487,2017,1.7,13.1,147,20620
2488,2012,2.5,14.0,148,19291
2489,2022,1.4,14.7,128,22288
2490,2017,1.1,14.2,85,14109
2491,2017,1.5,17.6,128,17141
2492,2016,1.8,18.6,147,16757
2493,2013,1.8,17.8,107,15622
2494,2020,1.9,18.3,137,23455
2495,2012,1.2,19.2,91,12765
2496,2016,1.2,15.7,85,15974
2497,2023,1.1,13.7,66,21397
2498,2015,1.6,16.4,101,18741
2499,2022,1.3,17.4,108,22633
2500,2021,1.8,17.7,121,21806
2501,2020,2.4,19.5,186,27252
2502,2020,1.5,15.0,108,19254
2503,2015,1.7,19.1,139,14038
2504,2015,2.4,13.9,143,20036
2505,2017,2.1,15.9,162,22123
2506,2014,2.4,19.7,152,16047
2507,2022,1.9,18.5,120,25398
2508,2012,2.1,18.5,122,15333
2509,2016,1.6,11.5,134,19482
2510,2015,1.5,19.2,104,14721
2511,2017,2.3,12.3,178,23844
2512,2016,1.1,17.1,81,13766
2513,2020,2.3,15.1,192,26904
2514,2017,2.4,15.5,175,22033
2515,2015,1.5,18.5,110,14116
2516,2023,1.8,11.8,120,26209
2517,2013,2.2,18.0,140,18617
2518,2012,2.1,16.6,163,18885
2519,2015,2.4,19.2,147,19717
2520,2022,2.1,16.8,164,27050
2521,2013,2.3,14.8,136,17386
2522,2021,1.8,14.3,139,23207
2523,2021,1.9,10.7,138,28757
2524,2015,2.3,14.0,159,20183
2525,2020,1.2,19.8,97,19924
2526,2020,1.6,10.8,118,22118
2527,2014,2.1,18.0,133,19158
2528,2018,1.8,19.8,131,22126
2529,2016,1.0,15.0,73,15564
2530,2016,2.1,19.6,142,20050
2531,2013,1.2,19.3,89,11587
2532,2017,1.6,17.8,96,17113
2533,2020,1.2,11.6,97,21999
2534,2013,1.3,13.1,93,12665
2535,2017,1.1,15.7,73,16309
2536,2023,1.6,19.3,116,26498
2537,2013,2.4,18.0,172,19988
2538,2018,1.7,21.6,138,21491
2539,2021,1.8,13.8,106,22762
2540,2020,1.1,15.4,80,20374
2541,2018,2.2,14.1,162,25193
2542,2017,2.1,19.8,164,21872
2543,2020,1.1,22.9,85,15489
2544,2015,1.2,12.0,94,15907
2545,2019,1.2,12.8,88,15776
2546,2014,2.1,16.5,152,17786
2547,2017,2.0,11.9,157,24372
2548,2020,2.0,20.1,121,20632
2549,2019,1.0,12.6,91,16262
2550,2015,2.3,15.5,153,20858
2551,2022,2.1,12.3,156,27523
2552,2012,1.6,11.0,94,11332
2553,2013,1.2,16.7,94,13591
2554,2022,1.7,17.1,124,23420
2555,2016,1.8,15.6,141,17675
2556,2023,1.6,14.4,112,23802
2557,2018,2.1,15.1,141,22601
2558,2023,1.6,11.8,117,23345
2559,2022,2.4,14.2,177,30012
2560,2014,1.3,20.4,115,14493
2561,2013,2.3,13.2,150,17623
2562,2019,1.9,16.4,110,22494
2563,2022,1.5,12.8,114,24645
2564,2013,1.5,18.4,115,14117
2565,2015,1.2,21.6,75,13178
2566,2021,1.4,20.8,109,20219
2567,2020,1.9,16.8,134,22544
2568,2021,2.4,15.5,174,29228
2569,2021,1.2,12.7,72,20017
2570,2017,1.9,13.5,114,18833
2571,2015,1.6,20.5,104,15131
2572,2022,1.6,11.8,104,25534
2573,2022,2.3,16.8,173,27074
2574,2014,2.1,16.2,192,19137
2575,2018,1.6,17.0,101,18408
2576,2017,1.6,20.6,126,18681
2577,2014,1.1,17.3,76,13952
2578,2013,1.6,15.0,85,14412
2579,2015,1.2,19.0,76,11353
2580,2013,2.4,19.5,141,19741
2581,2016,2.4,20.2,217,26209
2582,2018,1.2,19.3,79,15587
2583,2018,1.1,19.6,88,18754
2584,2020,2.3,18.2,141,25453
2585,2022,2.5,13.7,172,26602
2586,2012,1.1,16.1,60,10269
2587,2019,2.1,19.4,156,24710
2588,2013,1.3,18.9,101,11686
2589,2022,1.5,21.7,127,23680
2590,2015,2.2,20.4,177,20244
2591,2020,1.5,21.0,104,19099
2592,2013,2.0,19.1,133,13232
2593,2012,1.1,18.8,96,10929
2594,2019,1.2,18.0,88,17488
2595,2016,2.0,20.9,143,19265
2596,2012,1.3,20.7,81,10198
2597,2018,2.1,19.2,153,22189
2598,2023,1.2,13.0,85,21721
2599,2020,1.9,11.6,132,23554
2600,2012,1.1,18.3,99,9367
2601,2015,2.3,19.5,185,23759
2602,2020,1.5,19.9,107,19876
2603,2015,1.7,16.1,123,16654
2604,2022,1.1,14.2,74,18164
2605,2014,2.3,9.9,120,15979
2606,2021,1.7,19.9,137,23249
2607,2023,2.2,16.5,156,26942
2608,2015,1.6,16.0,128,15928
2609,2020,2.2,16.8,168,25983
2610,2023,1.1,15.7,86,23043
2611,2015,2.3,13.8,176,22567
2612,2022,1.0,17.8,71,19822
2613,2012,1.4,17.7,107,12660
2614,2022,2.2,15.9,145,27564
2615,2013,1.4,18.4,113,13322
2616,2021,1.5,18.9,115,20645
2617,2018,1.5,12.9,89,20137
2618,2012,1.3,20.1,112,14748
2619,2023,1.3,20.3,82,19914
2620,2020,2.1,12.6,143,25602
2621,2014,1.0,13.3,58,10729
2622,2022,1.9,19.8,102,22721
2623,2023,2.0,14.6,117,24581
2624,2013,1.2,19.3,78,9963
2625,2013,1.7,11.0,137,14901
2626,2019,1.1,14.1,63,17426
2627,2019,2.1,12.4,152,24216
2628,2022,1.5,22.1,115,21015
2629,2022,1.3,21.7,94,21349
2630,2015,2.0,11.7,147,18840
2631,2012,1.7,12.4,129,17363
2632,2017,2.2,13.4,140,20391
2633,2016,2.0,16.5,120,18542
2634,2012,2.3,13.6,154,15462
2635,2022,1.2,14.8,88,23306
2636,2018,1.9,13.8,130,20570
2637,2018,2.2,13.1,160,22203
2638,2015,2.0,13.4,144,18607
2639,2017,1.5,16.5,102,18919
2640,2019,1.6,11.7,94,18947
2641,2020,2.0,16.6,159,21282
2642,2023,1.8,13.2,122,25644
2643,2016,1.5,15.3,93,16489
2644,2016,1.5,20.0,93,15530
2645,2022,1.1,17.6,86,15294
2646,2014,1.6,16.7,114,14775
2647,2023,1.7,18.2,144,25263
2648,2015,1.5,13.0,104,18591
2649,2012,1.3,19.2,84,9525
2650,2017,1.7,11.4,103,19631
2651,2021,1.0,16.8,86,15408
2652,2021,1.9,16.7,137,22415
2653,2017,1.9,15.9,127,18880
2654,2014,1.9,13.0,149,19289
2655,2016,2.4,12.2,168,24005
2656,2017,1.8,20.8,119,17965
2657,2016,1.8,15.5,131,19878
2658,2012,2.0,16.3,138,16536
2659,2014,1.4,14.7,103,14610
2660,2012,2.2,11.7,145,20823
2661,2014,1.5,12.2,113,15042
2662,2020,1.0,22.0,78,17939
2663,2021,1.6,18.2,133,22123
2664,2018,1.1,15.8,85,15368
2665,2013,2.1,11.4,151,18686
2666,2017,1.9,20.7,129,21797
2667,2018,1.1,16.8,82,16972
2668,2012,1.2,12.3,63,9305
2669,2018,1.5,20.6,92,16961
2670,2014,1.1,15.4,85,12147
2671,2015,1.3,20.7,93,16348
2672,2015,1.4,21.4,102,13385
2673,2012,1.2,17.1,74,7969
2674,2017,2.5,13.2,205,26332
2675,2015,1.3,18.0,101,15046
2676,2022,2.5,18.6,190,25085
2677,2017,1.3,14.1,102,19171
2678,2014,1.5,17.2,129,13981
2679,2015,1.0,20.5,65,13440
2680,2015,2.1,17.6,160,21051
2681,2016,2.4,14.9,176,22999
2682,2023,1.1,19.1,91,21345
2683,2022,1.7,15.5,125,22019
2684,2020,2.3,12.1,143,25369
2685,2012,2.0,10.6,138,16482
2686,2018,1.8,16.6,119,19290
2687,2023,1.9,17.4,130,24856
2688,2013,1.5,20.7,98,11086
2689,2018,2.1,19.8,168,22138
2690,2015,2.2,17.2,139,18818
2691,2023,2.4,13.4,177,27368
2692,2013,2.3,12.7,156,18468
2693,2022,1.4,12.4,102,23475
2694,2023,2.1,15.0,148,29932
2695,2021,1.9,13.4,157,23791
2696,2020,2.2,15.7,170,25656
2697,2015,1.9,14.2,123,18490
2698,2015,1.2,16.2,99,18268
2699,2012,1.4,19.7,105,11654
2700,2020,1.8,21.1,150,23095
2701,2019,1.3,18.2,102,19796
2702,2020,1.4,21.1,97,19138
2703,2022,1.4,18.2,99,20295
2704,2023,1.8,15.7,135,23450
2705,2017,1.1,12.6,64,13265
2706,2013,1.7,20.3,115,14051
2707,2014,1.3,17.7,86,11379
2708,2022,2.3,13.6,194,32407
2709,2023,1.2,18.1,105,19764
2710,2022,1.1,16.8,77,18647
2711,2022,2.1,16.4,153,27034
2712,2023,2.0,18.5,137,24084
2713,2016,1.5,11.9,114,16790
2714,2020,1.2,17.8,84,17589
2715,2018,1.8,19.7,114,21181
2716,2015,2.3,12.6,171,23638
2717,2016,1.8,20.6,146,16437
2718,2021,1.1,19.0,81,19030
2719,2021,1.2,17.4,100,17039
2720,2021,2.0,12.4,129,22086
2721,2016,2.3,12.9,164,23423
2722,2022,1.8,11.4,148,26799
2723,2020,2.2,21.3,178,26595
2724,2015,1.5,14.0,98,16383
2725,2017,2.2,15.3,170,22637
2726,2022,1.2,17.0,97,21294
2727,2018,2.1,13.8,160,22649
2728,2012,2.5,12.2,220,22044
2729,2019,1.1,11.7,79,17559
2730,2019,1.4,11.8,108,22059
2731,2015,2.5,18.8,172,21726
2732,2014,1.5,15.1,115,13081
2733,2015,1.1,12.1,72,12178
2734,2018,1.9,11.4,153,21935
2735,2023,1.7,17.0,116,22805
2736,2012,2.4,11.4,201,21298
2737,2020,2.1,16.0,153,28056
2738,2022,1.2,15.5,83,17227
2739,2013,1.9,16.2,140,15658
2740,2017,1.6,15.1,99,16336
2741,2014,1.1,18.1,63,12328
2742,2015,1.8,19.4,140,18327
2743,2019,2.4,13.9,194,27262
2744,2019,1.2,12.6,89,17536
2745,2016,1.2,12.1,81,17007
2746,2022,1.9,14.1,121,26132
2747,2015,1.4,20.0,89,15164
2748,2018,1.6,16.9,102,15977
2749,2023,1.2,19.9,85,16617
2750,2023,2.0,14.9,165,27140
2751,2020,2.5,11.3,198,29455
2752,2019,2.4,11.5,175,28800
2753,2023,1.6,11.0,120,25679
2754,2016,1.8,11.4,134,20041
2755,2022,1.1,17.1,91,20010
2756,2016,2.2,17.8,149,21170
2757,2014,2.4,10.4,176,20888
2758,2014,1.9,17.1,159,20194
2759,2020,1.7,14.6,147,25417
2760,2022,1.5,21.3,104,23284
2761,2013,2.2,17.8,139,17464
2762,2015,2.3,16.5,153,21478
2763,2014,1.2,19.5,70,12644
2764,2014,1.9,11.3,131,14133
2765,2013,1.1,20.9,78,10447
2766,2014,2.4,18.5,194,22413
2767,2014,2.1,15.4,134,18064
2768,2014,2.3,13.8,134,21116
2769,2020,1.3,16.6,98,18144
2770,2020,1.3,13.0,77,16634
2771,2018,2.3,11.6,152,26252
2772,2021,1.9,11.0,129,22020
2773,2016,1.1,16.1,69,13895
2774,2016,2.3,12.3,160,21031
2775,2015,2.3,13.6,186,23817
2776,2012,2.2,16.1,139,15402
2777,2018,1.7,14.0,125,21342
2778,2019,2.1,14.3,109,23926
2779,2015,1.4,15.6,117,16790
2780,2018,1.8,15.5,124,17354
2781,2020,1.8,17.8,128,24921
2782,2018,1.6,19.2,119,19812
2783,2012,1.3,11.3,80,10342
2784,2019,1.1,18.7,70,15051
2785,2019,2.2,13.3,179,25278
2786,2021,2.3,14.6,190,27361
2787,2020,1.4,16.6,105,22162
2788,2018,2.3,17.1,141,24194
2789,2020,2.2,15.7,194,28228
2790,2022,2.1,9.9,169,25890
2791,2013,1.7,10.1,153,16088
2792,2016,2.1,17.2,127,21031
2793,2023,1.1,15.0,108,21957
2794,2022,1.5,17.9,110,23366
2795,2016,2.1,16.0,152,19767
2796,2012,1.6,13.3,116,15309
2797,2023,2.0,19.3,117,24897
2798,2016,1.8,16.7,119,18874
2799,2023,1.5,20.9,113,23065
2800,2017,2.2,11.9,167,23661
2801,2023,2.0,20.5,161,28110
2802,2020,1.9,17.2,126,20482
2803,2016,2.1,17.2,146,21137
2804,2013,1.6,15.2,113,12327
2805,2012,1.1,17.0,74,12234
2806,2017,2.3,11.7,192,25596
2807,2018,2.2,20.6,161,22072
2808,2012,2.3,10.9,180,18867
2809,2013,2.5,13.3,192,21575
2810,2021,1.6,20.8,132,23455
2811,2019,1.9,13.5,140,21422
2812,2014,1.8,14.9,137,16809
2813,2020,2.2,15.4,197,25153
2814,2012,1.5,20.5,110,11441
2815,2019,2.2,19.0,137,23507
2816,2019,2.1,10.8,155,20535
2817,2017,2.2,18.2,180,22538
2818,2016,2.3,9.8,145,21084
2819,2019,1.2,20.3,119,16339
2820,2019,1.6,20.7,116,19003
2821,2017,1.8,21.5,140,21290
2822,2018,1.4,20.8,88,19186
2823,2012,1.5,11.4,109,13702
2824,2021,1.9,20.7,117,20555
2825,2021,2.2,11.2,147,29125
2826,2013,1.3,17.4,81,11478
2827,2015,1.8,20.1,165,22207
2828,2020,1.2,20.7,74,15550
2829,2022,1.9,11.8,112,21592
2830,2013,2.2,18.6,142,16557
2831,2015,1.7,11.9,147,18894
2832,2020,2.1,15.9,117,20718
2833,2018,1.1,12.5,82,15639
2834,2012,1.1,19.4,63,7894
2835,2013,1.7,20.9,113,12910
2836,2023,1.6,14.1,134,26501
2837,2015,1.5,12.3,87,14928
2838,2013,2.3,13.2,182,20827
2839,2020,2.1,16.3,172,25300
2840,2018,1.6,19.9,126,17893
2841,2019,2.1,17.3,161,23234
2842,2019,1.4,12.1,118,22545
2843,2016,2.0,18.1,135,19599
2844,2013,2.0,14.1,121,16135
2845,2018,2.2,14.5,148,24313
2846,2020,1.8,11.0,104,20602
2847,2017,2.5,18.4,162,25697
2848,2023,2.1,12.1,149,29083
2849,2019,2.0,16.0,148,21050
2850,2022,2.2,10.9,135,27209
2851,2016,2.4,12.4,182,23581
2852,2022,1.5,17.0,113,21069
2853,2019,1.7,19.2,130,20647
2854,2022,1.2,12.0,97,21306
2855,2018,2.5,12.4,199,27376
2856,2020,2.4,19.1,159,29011
2857,2018,2.2,12.3,154,24058
2858,2016,2.0,10.7,152,20156
2859,2019,2.2,18.2,145,22742
2860,2023,1.8,14.4,149,24919
2861,2019,1.4,12.8,84,18683
2862,2016,1.9,14.0,146,21260
2863,2015,2.2,17.7,171,24023
2864,2020,2.0,12.3,139,26131
2865,2014,1.8,18.3,113,16470
2866,2015,1.0,15.6,78,12554
2867,2019,1.4,17.1,119,18922
2868,2022,1.5,18.7,111,20441
2869,2018,1.3,12.6,94,18070
2870,2022,1.7,14.4,125,21298
2871,2023,1.6,17.1,129,24459
2872,2017,1.5,12.0,125,20354
2873,2013,2.1,11.1,135,18510
2874,2020,2.1,17.2,156,26727
2875,2016,1.4,19.1,86,16937
2876,2019,2.0,15.0,162,23902
2877,2021,1.0,12.8,55,18385
2878,2016,2.3,16.3,154,22827
2879,2013,2.4,19.6,179,18844
2880,2012,1.0,14.8,77,11234
2881,2014,1.6,11.6,121,16711
2882,2016,1.0,14.1,88,12956
2883,2023,1.8,19.6,127,24606
2884,2016,2.4,18.3,159,22038
2885,2023,2.5,17.2,190,30641
2886,2020,2.1,16.1,172,28182
2887,2023,2.2,11.0,177,27810
2888,2021,1.3,12.9,97,18972
2889,2019,1.5,17.8,106,18997
2890,2012,2.5,15.4,180,17378
2891,2019,2.5,19.0,153,25657
2892,2017,1.3,12.6,92,19873
2893,2015,2.3,11.1,190,25007
2894,2023,1.5,19.5,109,21710
2895,2014,1.5,12.0,91,15333
2896,2015,1.4,20.3,85,14710
2897,2019,2.1,10.8,162,24160
2898,2017,2.0,12.1,169,22887
2899,2016,2.3,10.9,139,23345
2900,2012,1.6,17.5,142,13332
2901,2018,1.2,12.0,86,15425
2902,2020,1.8,13.2,145,23807
2903,2012,2.3,10.6,154,20030
2904,2023,1.7,16.3,118,22620
2905,2020,1.3,16.3,106,20843
2906,2019,2.3,18.5,151,24994
2907,2020,2.3,13.8,181,25723
2908,2020,2.3,17.5,153,23663
2909,2023,2.1,16.2,190,27840
2910,2023,1.1,22.0,94,20296
2911,2022,1.4,19.6,100,20529
2912,2016,1.6,13.6,117,17625
2913,2015,1.7,17.7,129,16590
2914,2016,1.1,21.7,71,9465
2915,2016,2.0,12.3,160,23199
2916,2016,1.7,16.2,89,17143
2917,2023,1.4,14.1,82,20250
2918,2015,1.9,18.6,146,17403
2919,2022,2.2,10.3,143,28284
2920,2016,1.6,15.9,133,18142
2921,2020,1.2,13.7,65,17477
2922,2015,1.6,18.2,116,16311
2923,2013,1.0,14.9,75,11379
2924,2012,1.4,18.5,82,8734
2925,2018,2.5,13.9,179,27352
2926,2023,2.1,18.0,165,26698
2927,2023,1.1,19.7,68,19619
2928,2016,2.0,15.7,164,22286
2929,2013,1.8,16.7,102,14317
2930,2016,1.5,17.6,133,18531
2931,2018,1.2,18.0,94,16366
2932,2020,2.1,12.8,162,26573
2933,2021,2.3,12.7,167,28071
2934,2019,1.5,14.9,98,21170
2935,2016,1.4,16.4,95,17594
2936,2018,2.2,10.5,158,25493
2937,2021,1.1,20.5,67,18744
2938,2020,1.3,16.9,93,17199
2939,2013,2.2,16.8,151,19450
2940,2014,1.9,17.1,172,20726
2941,2012,1.8,18.7,136,17255
2942,2013,2.0,17.0,143,17749
2943,2020,1.4,15.4,115,23010
2944,2022,1.8,16.1,153,22701
2945,2014,2.0,12.3,124,20774
2946,2021,1.7,15.8,118,23165
2947,2016,1.7,19.4,130,17313
2948,2020,2.0,20.2,120,20356
2949,2019,2.1,13.3,159,24278
2950,2017,1.6,20.1,97,16927
2951,2022,2.5,12.3,210,32707
2952,2013,1.9,20.6,146,15962
2953,2021,1.2,16.7,71,18736
2954,2021,1.7,15.9,127,21996
2955,2019,2.0,18.7,162,24518
2956,2018,2.4,10.2,183,25487
2957,2014,1.9,11.5,159,17717
2958,2012,1.7,14.5,137,15936
2959,2021,1.4,19.4,112,21406
2960,2021,1.5,19.6,94,19246
2961,2018,1.5,16.7,124,20399
2962,2019,1.7,20.3,148,21393
2963,2017,1.9,10.8,139,19302
2964,2015,1.7,13.5,122,16187
2965,2013,1.5,19.9,101,10455
2966,2013,1.2,17.4,83,12080
2967,2016,2.2,20.2,168,23698
2968,2014,1.4,20.5,80,13477
2969,2016,1.8,16.0,108,17676
2970,2012,1.3,18.0,78,10816
2971,2018,2.3,13.8,147,24248
2972,2019,1.4,11.9,119,22217
2973,2019,1.3,12.1,92,20863
2974,2020,1.9,15.1,103,18365
2975,2017,1.7,13.8,141,18967
2976,2012,1.1,18.4,65,11470
2977,2022,1.0,16.9,70,18086
2978,2018,2.3,16.1,147,23872
2979,2013,1.8,20.2,126,15242
2980,2022,1.9,14.5,145,25683
2981,2018,2.2,18.5,155,21119
2982,2022,1.8,13.4,147,25821
2983,2019,1.5,15.2,127,19466
2984,2012,2.5,12.8,200,23397
2985,2014,1.5,16.3,132,16861
2986,2015,1.0,21.7,69,13020
2987,2014,2.1,13.0,167,20021
2988,2017,1.1,14.0,94,17783
2989,2012,2.0,17.6,146,14859
2990,2012,1.3,18.3,88,13016
2991,2015,2.1,15.3,176,20073
2992,2023,1.2,19.8,87,18221
